Category,Title,Link,Price,Location,Date,Bedrooms,SqFt,ImageURL
housing,Golden Park Plots – Invest Smartly,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/golden-park-plots-invest-smartly/7886176568.html,"₨15,000,000","1080ft 2 Sohna, Gurgaon",N/A,N/A,1080sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Studio Apartments near Medanta Medicity Hospital in Sector 3,https://delhi.craigslist.orghttps://delhi.craigslist.org/apa/d/studio-apartments-near-medanta-medicity/7886173163.html,"₨2,000",1br 350ft 2 Gurgaon,N/A,1br,350sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Studio Apartment DLF Cyber Cityour property is located in DLF Phase 3,https://delhi.craigslist.orghttps://delhi.craigslist.org/apa/d/studio-apartment-dlf-cyber-cityour/7886171955.html,"₨3,000",390ft 2 Gurgaon,N/A,1br,390sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Landkhoj – Easy Way to Buy 2 BHK Flats in Gurgaon,https://delhi.craigslist.orghttps://delhi.craigslist.org/swp/d/landkhoj-easy-way-to-buy-bhk-flats-in/7886163484.html,N/A,delhi,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Why Oasis Venetia Heights Stands Out,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/why-oasis-venetia-heights-stands-out/7886153282.html,N/A,Greater Noida,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Embassy Astra Hebbal – New Launch Luxury Apartments in Bangalore,https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/embassy-astra-hebbal-new-launch-luxury/7885926649.html,"₨40,000,000",4br Bangalore,N/A,4br,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,3BHK Luxury Low-Rise Floors in Sohna– Meffier Sector 5,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/3bhk-luxury-low-rise-floors-in-sohna/7885922743.html,"₨17,500,000",3br 1650ft 2,N/A,3br,1650sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Fractional Ownership in Commercial Real Estate | Havendaxa,https://delhi.craigslist.orghttps://delhi.craigslist.org/off/d/fractional-ownership-in-commercial-real/7885922488.html,N/A,Gurgaon,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Landkhoj – Your Easy Way to Find 2 BHK Flats in Gurgaon,https://delhi.craigslist.orghttps://delhi.craigslist.org/swp/d/landkhoj-your-easy-way-to-find-bhk/7885916093.html,N/A,205ft 2 delhi,N/A,N/A,205sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Fully Furnished PG for Boys in Delhi | University Abode,https://delhi.craigslist.orghttps://delhi.craigslist.org/apa/d/fully-furnished-pg-for-boys-in-delhi/7885912177.html,N/A,"2br Kamla Nagar, Delhi",N/A,2br,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,SS Group 83 Iconic Project,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/ss-group-83-iconic-project/7885912090.html,"₨27,000,000",3br 1800ft 2 Delhi,N/A,3br,1800sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,"Your Next Investment: BLF Floors Sector 35,Sohna",https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/your-next-investment-blf-floors-sector/7885911069.html,"₨13,500,000",1503ft 2 Sector 35,N/A,N/A,1503sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,ACE Starlit – Luxury Residences with 24×7 Security & Amenities,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/ace-starlit-luxury-residences-with-247/7885906220.html,"₨18,200,000",2br 1350ft 2 Noida,N/A,2br,1350sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Gaur Yamuna City Real Estate Listings – Only on My Property Fact,https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/gaur-yamuna-city-real-estate-listings/7885904796.html,"₨14,400,000","3br 1375ft 2 Yamuna Expressway, Greater Noida",N/A,3br,1375sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,New Builder Floor in Noida Extension,https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/new-builder-floor-in-noida-extension/7885904206.html,N/A,Noida,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Realty 360 Degree – Find Your Dream Property at One Click!,https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/realty-360-degree-find-your-dream/7885902439.html,N/A,Noida,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Are You Seeking For Farm House in Noida For Picnic?,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/are-you-seeking-for-farm-house-in-noida/7885899345.html,N/A,Noida,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Landkhoj – Find Affordable & Residential Property in Gurgaon,https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/landkhoj-find-affordable-residential/7885437085.html,"₨4,502,500",delhi,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Why Choose a PG Over Renting a Flat? - University Abode,https://delhi.craigslist.orghttps://delhi.craigslist.org/apa/d/why-choose-pg-over-renting-flat/7885434797.html,N/A,"2br Kamla Nagar, Delhi",N/A,2br,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Ace The Nest Studio Apartments at Yamuna Expressway,https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/ace-the-nest-studio-apartments-at/7885432549.html,"₨60,000,000",1br 500ft 2 Noida,N/A,1br,500sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,How to contact Amrapali Golf Homes for Site Visit?,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/how-to-contact-amrapali-golf-homes-for/7885425619.html,N/A,Noida Extension,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,"New Launch: RG Pleiaddes Phase 3 – Sector 1, Greater Noida (West)",https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/new-launch-rg-pleiaddes-phase-sector/7885425521.html,"₨60,000,000",3br 1572ft 2 Greater Noida,N/A,3br,1572sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Strategic Location: Ace Starlit Noida - IT Hubs & Business Centers,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/strategic-location-ace-starlit-noida-it/7885425204.html,"₨18,200,000",1775ft 2 Noida,N/A,3br,1775sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Find top builder floors in Noida Sector 107,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/find-top-builder-floors-in-noida-sector/7885425077.html,"₨6,200,000",2295ft 2 Noida Extension,N/A,N/A,2295sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Ace Terra by ACE Group: Building Dreams with Integrity,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/ace-terra-by-ace-group-building-dreams/7885422753.html,"₨17,700,000",3br 1770ft 2,N/A,3br,1770sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Are You Searching For Affordable Properties in Noida?,https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/are-you-searching-for-affordable/7885421531.html,N/A,Noida,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,"Lime Tree Hotels: Your Ultimate Base Near HUDA City Centre, Gurugram",https://delhi.craigslist.orghttps://delhi.craigslist.org/apa/d/lime-tree-hotels-your-ultimate-base/7885207912.html,"₨5,900",2br 2000ft 2,N/A,2br,2000sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,150 Sq.Yard Plots in Farukhnagar,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/150-sqyard-plots-in-farukhnagar/7885201307.html,"₨110,000,000","1350ft 2 Farukhnagar, Gurgaon",N/A,N/A,1350sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,La Perla by BNW x Pearl Development at Al Marjan Island,https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/la-perla-by-bnw-pearl-development-at-al/7885200829.html,N/A,9/30,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,"Mirdad by Union Properties at Dubai Motor City, Dubai",https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/mirdad-by-union-properties-at-dubai/7885195361.html,N/A,9/30,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Best PG in Delhi | for Boys & Girls - University Abode,https://delhi.craigslist.orghttps://delhi.craigslist.org/apa/d/best-pg-in-delhi-for-boys-girls/7885192632.html,N/A,"2br Kamla Nagar, Delhi",N/A,2br,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Why Invest in Exotica One 32?,https://delhi.craigslist.orghttps://delhi.craigslist.org/off/d/why-invest-in-exotica-one-32/7885187489.html,N/A,Delhi,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,High rise construction,https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/high-rise-construction/7885185108.html,N/A,New Delhi,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,"Mirdad by Union Properties at Dubai Motor City, Dubai",https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/mirdad-by-union-properties-at-dubai/7885176799.html,N/A,9/30,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,What is the price of Green Beauty Farmhouse?,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/what-is-the-price-of-green-beauty/7885174627.html,N/A,Noida,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,"Mirdad by Union Properties at Dubai Motor City, Dubai",https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/mirdad-by-union-properties-at-dubai/7884939502.html,N/A,9/29,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Eldeco Sector 22D Greater Noida,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/eldeco-sector-22d-greater-noida/7884939488.html,"₨13,000,000",3br 1550ft 2 Noida,N/A,3br,1550sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Landkhoj – Find Ready-to-Move 2 BHK Flats & Apartments in Gurgaon,https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/landkhoj-find-ready-to-move-bhk-flats/7884939096.html,"₨24,000,000",delhi,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Are you looking to buy 2 BHK and 3 BHK apartments?,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/are-you-looking-to-buy-bhk-and-bhk/7884934014.html,N/A,9/29,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Looking for the most luxurious 5 BHK villas in Noida Sector 79,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/looking-for-the-most-luxurious-bhk/7884933103.html,"₨10,000,000",6750ft 2 India,N/A,N/A,6750sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Are you looking to buy affordable property in Noida?,https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/are-you-looking-to-buy-affordable/7884929098.html,N/A,Noida,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Looking for plots in Noida at affordable rates?,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/looking-for-plots-in-noida-at/7884924364.html,"₨2,000,000",100ft 2 Greater Noida,N/A,N/A,100sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Flora Farm House can be found within 80 Lacs?,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/flora-farm-house-can-be-found-within-80/7884924276.html,N/A,Noida,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Aurea at Rashid Yachts & Marina by Emaar,https://delhi.craigslist.orghttps://delhi.craigslist.org/off/d/aurea-at-rashid-yachts-marina-by-emaar/7884523481.html,N/A,Rashid Yachts & Marina,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Co Work Space | coworking space | co work space near me,https://delhi.craigslist.orghttps://delhi.craigslist.org/rew/d/co-work-space-coworking-space-co-work/7884523444.html,N/A,9/27,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Retail Shop for Rent in Noida,https://delhi.craigslist.orghttps://delhi.craigslist.org/apa/d/retail-shop-for-rent-in-noida/7884519054.html,"₨30,000",1br,N/A,1br,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,What types of villas are available in Noida?,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/what-types-of-villas-are-available-in/7884518133.html,"₨7,800,000",29000ft 2 Noida,N/A,N/A,29000sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,What is the price of Noida Extension builder floors?,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/what-is-the-price-of-noida-extension/7884516325.html,"₨2,200,000",2900ft 2 Noida Extension,N/A,N/A,2900sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Which plots are reviewed specifically for farmers?,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/which-plots-are-reviewed-specifically/7884509441.html,"₨2,000,000",100ft 2 Noida,N/A,N/A,100sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,The Charm of Premium Living - Farmhouse in Noida,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/the-charm-of-premium-living-farmhouse/7884509094.html,N/A,Noida,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Would you prioritize high-traffic urban areas or emerging commercial t,https://delhi.craigslist.orghttps://delhi.craigslist.org/off/d/would-you-prioritize-high-traffic-urban/7884339708.html,"₨10,000",2000ft 2 Andhra Pradesh,N/A,N/A,2000sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,"Book Your Dream Home This Festival at ACE Terra, Greater Noida",https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/book-your-dream-home-this-festival-at/7884270106.html,"₨17,700,000",3br 1770ft 2 Noida,N/A,3br,1770sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Want to invest in the best builder floor in Noida Sector 107,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/want-to-invest-in-the-best-builder/7884269940.html,"₨6,800,000",1625ft 2 Noida Sector 107,N/A,N/A,1625sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Why Choose Affordable Properties in Noida Expressway?,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/why-choose-affordable-properties-in/7884268149.html,N/A,Noida Expressway,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,ACE Starlit – Exclusive Festive Offers on Ready-to-Move 2 & 3 BHK Flat,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/ace-starlit-exclusive-festive-offers-on/7884267897.html,"₨18,200,000",3br 1350ft 2 Noida,N/A,3br,1350sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,2 Bedroom Serviced Apartment Near Udyog Vihar,https://delhi.craigslist.orghttps://delhi.craigslist.org/apa/d/bedroom-serviced-apartment-near-udyog/7884266646.html,"₨2,700",1br 670ft 2 Gurgaon,N/A,1br,670sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Luxury 2BHK Serviced Apartment Near Cyber Hub Gurgaon,https://delhi.craigslist.orghttps://delhi.craigslist.org/apa/d/luxury-2bhk-serviced-apartment-near/7884266472.html,"₨3,500",650ft 2 Gurgaon,N/A,1br,650sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Spacious 2 Bedroom Serviced Apartment in DLF 5 Gurgaon,https://delhi.craigslist.orghttps://delhi.craigslist.org/apa/d/spacious-bedroom-serviced-apartment-in/7884266221.html,"₨3,500",700ft 2 Gurgaon,N/A,1br,700sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Fully Furnished 2 Bedroom Serviced Apartment,https://delhi.craigslist.orghttps://delhi.craigslist.org/apa/d/fully-furnished-bedroom-serviced/7884265423.html,"₨5,000",600ft 2 Gurgaon,N/A,1br,600sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Book Your Luxury 2BHK Serviced Apartment in Gurgaon,https://delhi.craigslist.orghttps://delhi.craigslist.org/apa/d/book-your-luxury-2bhk-serviced/7884264387.html,"₨5,800",500ft 2 Gurgaon,N/A,1br,500sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Explore the best residential plots in Greater Noida,https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/explore-the-best-residential-plots-in/7884263878.html,"₨1,800,000",100ft 2 Greater Noida,N/A,N/A,100sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
housing,Have you heard the name of Film City? | Farm House For Sale,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/have-you-heard-the-name-of-film-city/7884261630.html,N/A,9/26,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
